datetime	laeq_BullIsland2	laeq_Ballyferm3	laeq_Ballymun4	laeq_DCCRowingClub5	laeq_NavanRoad8	laeq_Raheny9	laeq_ChanceryPark11	laeq_BlessingtonBasin12	laeq_DolphinsBarn13	day_of_month	day_of_week	hour_of_day
2015-06-08	42.862631578947365	54.014736842105265	61.7957894736842	52.050526315789476	51.91	52.94263157894736	60.34368421052631	49.148947368421055	57.24263157894736	8.0	0.0	13.210526315789474
2015-06-09	42.15125	52.92250000000001	60.06333333333333	53.03208333333333	51.95249999999999	51.13666666666666	60.23	48.71333333333333	54.725833333333334	9.0	1.0	11.5
2015-06-10	42.27041666666667	52.150416666666665	60.32	53.92791666666667	51.32208333333333	51.31875	58.719166666666666	49.475	54.54333333333333	10.0	2.0	11.5
2015-06-11	43.02125	52.26125	60.36666666666667	52.95375000000001	50.99875	51.43666666666667	58.99916666666667	47.86541666666667	54.57916666666667	11.0	3.0	11.5
2015-06-12	40.64625	52.400416666666665	60.50333333333333	51.86375	50.46791666666667	51.35541666666666	59.93416666666667	48.06916666666667	55.364583333333336	12.0	4.0	11.5
2015-06-13	41.31041666666666	53.24208333333333	60.28791666666667	50.03791666666667	52.18416666666667	50.65833333333333	58.71666666666667	47.98291666666666	55.93125	13.0	5.0	11.5
2015-06-14	44.467083333333335	52.286249999999995	60.11375	51.095	52.08916666666667	50.89958333333333	57.65416666666667	47.93333333333334	54.911249999999995	14.0	6.0	11.5
2015-06-15	44.912083333333335	52.392500000000005	59.77458333333333	53.03208333333333	51.08375	50.992916666666666	58.64541666666667	47.14875	54.95416666666667	15.0	0.0	11.5
2015-06-16	45.70916666666667	52.967083333333335	58.70041666666666	51.52333333333333	52.117916666666666	50.26499999999999	59.10458333333333	50.486250000000005	54.385416666666664	16.0	1.0	11.5
2015-06-17	48.75958333333333	54.64541666666667	60.55583333333333	53.870000000000005	53.732499999999995	51.10583333333333	59.20416666666667	51.694583333333334	56.36291666666667	17.0	2.0	11.5
2015-06-18	42.87166666666667	53.699999999999996	59.51624999999999	51.52125	52.77	50.393750000000004	59.259166666666665	50.29333333333333	56.08833333333333	18.0	3.0	11.5
2015-06-19	45.10541666666666	54.037083333333335	59.945	52.569583333333334	53.35458333333333	50.79583333333333	59.443333333333335	51.942499999999995	56.58625	19.0	4.0	11.5
2015-06-20	47.932500000000005	53.951249999999995	59.68291666666667	52.504999999999995	54.09625	51.029583333333335	58.837916666666665	50.675000000000004	55.98833333333334	20.0	5.0	11.5
2015-06-21	50.23041666666666	54.45458333333334	60.05625	55.13625	54.84041666666667	50.86958333333333	57.79208333333333	51.059583333333336	55.838750000000005	21.0	6.0	11.5
2015-06-22	43.00375	53.750416666666666	59.90416666666667	50.435	51.99041666666667	50.27333333333333	58.497083333333336	50.512499999999996	55.987500000000004	22.0	0.0	11.5
2015-06-23	45.81583333333333	51.96875	59.73708333333334	51.62416666666667	51.437083333333334	50.49458333333333	58.279583333333335	49.973333333333336	55.16916666666666	23.0	1.0	11.5
2015-06-24	45.80416666666667	52.82708333333333	59.17041666666666	52.10666666666666	52.25666666666667	49.93666666666667	58.690416666666664	50.47708333333333	54.79958333333334	24.0	2.0	11.5
2015-06-25	49.247083333333336	52.86375	59.45791666666667	53.30583333333333	52.80875	50.75375	58.84833333333333	52.13125	54.62416666666667	25.0	3.0	11.5
2015-06-26	50.23083333333333	53.79333333333333	59.97083333333333	54.19083333333333	53.50125	51.79624999999999	59.52375	50.302083333333336	55.81375	26.0	4.0	11.5
2015-06-27	48.85458333333333	53.78041666666667	59.76416666666666	54.557500000000005	54.12583333333333	53.25375	58.79750000000001	49.361250000000005	56.57208333333333	27.0	5.0	11.5
2015-06-28	51.501666666666665	53.64333333333334	60.26583333333334	53.49208333333333	54.31625	53.73666666666667	58.08208333333334	50.38916666666666	54.9	28.0	6.0	11.5
2015-06-29	49.45083333333333	52.74583333333334	59.17208333333334	52.97958333333333	52.34125	50.84916666666667	58.619166666666665	48.88916666666666	55.39875	29.0	0.0	11.5
2015-06-30	54.83208333333334	52.112500000000004	59.39416666666667	53.504999999999995	51.64625	51.79750000000001	58.562916666666666	48.64541666666667	54.04083333333333	30.0	1.0	11.5
